ANO;LOCALIDAD;SEXO;MIGRANTE;TOTAL_NACIDOS_VIVOS;TOTAL_BPN;PROPORCIÓN
2018;01 - Usaquén;Masculino;Extranjero;151;21;13.91
2018;02 - Chapinero;Masculino;Extranjero;89;11;12.36
2018;12 - Barrios Unidos;Masculino;Extranjero;21;3;14.29
2018;11 - Suba;Masculino;Extranjero;145;24;16.55
2018;10 - Engativá;Masculino;Extranjero;118;21;17.8
2018;18 - Rafael Uribe Uribe;Masculino;Extranjero;44;8;18.18
2018;13 - Teusaquillo;Masculino;Extranjero;27;3;11.11
2018;09 - Fontibón;Masculino;Extranjero;51;6;11.76
2018;16 - Puente Aranda;Masculino;Extranjero;27;6;22.22
2018;19 - Ciudad Bolívar;Masculino;Extranjero;48;5;10.42
2018;03 - Santa Fe;Masculino;Extranjero;35;8;22.86
2018;06 - Tunjuelito;Masculino;Extranjero;31;2;6.45
2018;04 - San Cristóbal;Masculino;Extranjero;36;9;25.0
2018;05 - Usme;Masculino;Extranjero;30;2;6.67
2018;14 - Los Mártires;Masculino;Extranjero;27;0;0.0
2018;17 - La Candelaria;Masculino;Extranjero;7;1;14.29
2018;99 - Sin Información;Masculino;Extranjero;1;0;0.0
2018;00 - Bogotá;Masculino;Sin Informacion;256;41;16.02
2018;19 - Ciudad Bolívar;Masculino;Sin Informacion;52;8;15.38
2018;99 - Sin Información;Masculino;Sin Informacion;3;1;33.33
2018;10 - Engativá;Masculino;Sin Informacion;46;6;13.04
2018;02 - Chapinero;Masculino;Sin Informacion;4;0;0.0
2018;07 - Bosa;Masculino;Sin Informacion;24;3;12.5
2018;08 - Kennedy;Masculino;Sin Informacion;29;5;17.24
2018;05 - Usme;Masculino;Sin Informacion;24;4;16.67
2018;06 - Tunjuelito;Masculino;Sin Informacion;17;5;29.41
2018;18 - Rafael Uribe Uribe;Masculino;Sin Informacion;18;1;5.56
2018;03 - Santa Fe;Masculino;Sin Informacion;4;0;0.0
2018;04 - San Cristóbal;Masculino;Sin Informacion;14;1;7.14
2018;12 - Barrios Unidos;Masculino;Sin Informacion;5;0;0.0
2018;14 - Los Mártires;Masculino;Sin Informacion;3;1;33.33
2018;11 - Suba;Masculino;Sin Informacion;6;1;16.67
2018;17 - La Candelaria;Masculino;Sin Informacion;1;1;100.0
2018;01 - Usaquén;Masculino;Sin Informacion;2;2;100.0
2018;16 - Puente Aranda;Masculino;Sin Informacion;2;1;50.0
2018;15 - Antonio Nariño;Masculino;Sin Informacion;1;0;0.0
2018;09 - Fontibón;Masculino;Sin Informacion;1;1;100.0
2019;00 - Bogotá;Femenino;Colombiano;38834;5916;15.23
2019;11 - Suba;Femenino;Colombiano;5566;786;14.12
2019;19 - Ciudad Bolívar;Femenino;Colombiano;4228;666;15.75
2019;07 - Bosa;Femenino;Colombiano;4079;658;16.13
2019;09 - Fontibón;Femenino;Colombiano;1602;222;13.86
2019;10 - Engativá;Femenino;Colombiano;3536;522;14.76
2019;08 - Kennedy;Femenino;Colombiano;5414;821;15.16
2019;01 - Usaquén;Femenino;Colombiano;2358;330;13.99
2019;05 - Usme;Femenino;Colombiano;2201;335;15.22
2019;14 - Los Mártires;Femenino;Colombiano;491;60;12.22
2019;03 - Santa Fe;Femenino;Colombiano;709;110;15.51
2019;18 - Rafael Uribe Uribe;Femenino;Colombiano;2076;314;15.13
2019;04 - San Cristóbal;Femenino;Colombiano;1991;386;19.39
2019;17 - La Candelaria;Femenino;Colombiano;132;17;12.88
2019;16 - Puente Aranda;Femenino;Colombiano;1094;164;14.99
2019;15 - Antonio Nariño;Femenino;Colombiano;433;68;15.7
2019;02 - Chapinero;Femenino;Colombiano;693;110;15.87
2019;06 - Tunjuelito;Femenino;Colombiano;979;160;16.34
2019;13 - Teusaquillo;Femenino;Colombiano;581;80;13.77
2019;12 - Barrios Unidos;Femenino;Colombiano;598;94;15.72
2019;99 - Sin Información;Femenino;Colombiano;59;12;20.34
2019;20 - Sumapaz;Femenino;Colombiano;14;1;7.14
2019;00 - Bogotá;Femenino;Extranjero;2590;411;15.87
2019;04 - San Cristóbal;Femenino;Extranjero;122;18;14.75
2019;11 - Suba;Femenino;Extranjero;333;58;17.42
2019;09 - Fontibón;Femenino;Extranjero;131;23;17.56
2019;08 - Kennedy;Femenino;Extranjero;389;53;13.62
2019;12 - Barrios Unidos;Femenino;Extranjero;48;5;10.42
2019;07 - Bosa;Femenino;Extranjero;249;49;19.68
2019;18 - Rafael Uribe Uribe;Femenino;Extranjero;142;20;14.08
2019;15 - Antonio Nariño;Femenino;Extranjero;49;6;12.24
2019;06 - Tunjuelito;Femenino;Extranjero;49;9;18.37
2019;01 - Usaquén;Femenino;Extranjero;195;40;20.51
2019;03 - Santa Fe;Femenino;Extranjero;100;18;18.0
2019;10 - Engativá;Femenino;Extranjero;250;41;16.4
2019;05 - Usme;Femenino;Extranjero;78;10;12.82
2019;19 - Ciudad Bolívar;Femenino;Extranjero;133;22;16.54
2019;14 - Los Mártires;Femenino;Extranjero;112;10;8.93
2019;13 - Teusaquillo;Femenino;Extranjero;38;4;10.53
2019;02 - Chapinero;Femenino;Extranjero;86;15;17.44
2019;16 - Puente Aranda;Femenino;Extranjero;67;8;11.94
2019;17 - La Candelaria;Femenino;Extranjero;13;2;15.38
2019;99 - Sin Información;Femenino;Extranjero;6;0;0.0
2019;00 - Bogotá;Femenino;Sin Informacion;147;18;12.24
2019;99 - Sin Información;Femenino;Sin Informacion;1;0;0.0
2019;08 - Kennedy;Femenino;Sin Informacion;67;7;10.45
2019;02 - Chapinero;Femenino;Sin Informacion;2;0;0.0
2019;07 - Bosa;Femenino;Sin Informacion;34;3;8.82
2019;16 - Puente Aranda;Femenino;Sin Informacion;8;0;0.0
2019;19 - Ciudad Bolívar;Femenino;Sin Informacion;12;2;16.67
2019;10 - Engativá;Femenino;Sin Informacion;2;0;0.0
2019;05 - Usme;Femenino;Sin Informacion;4;2;50.0
2019;15 - Antonio Nariño;Femenino;Sin Informacion;4;0;0.0
2019;09 - Fontibón;Femenino;Sin Informacion;5;2;40.0
2019;04 - San Cristóbal;Femenino;Sin Informacion;1;1;100.0
2019;14 - Los Mártires;Femenino;Sin Informacion;1;0;0.0
2019;01 - Usaquén;Femenino;Sin Informacion;4;0;0.0
2019;06 - Tunjuelito;Femenino;Sin Informacion;2;1;50.0
2019;00 - Bogotá;Indeterminado;Colombiano;3;1;33.33
2019;08 - Kennedy;Indeterminado;Colombiano;2;0;0.0
2019;11 - Suba;Indeterminado;Colombiano;1;1;100.0
2019;00 - Bogotá;Indeterminado;Extranjero;1;1;100.0
2019;07 - Bosa;Indeterminado;Extranjero;1;1;100.0
2019;00 - Bogotá;Indeterminado;Sin Informacion;1;1;100.0
2019;08 - Kennedy;Indeterminado;Sin Informacion;1;1;100.0
2019;00 - Bogotá;Masculino;Colombiano;40713;5157;12.67
2019;04 - San Cristóbal;Masculino;Colombiano;2134;286;13.4
2019;18 - Rafael Uribe Uribe;Masculino;Colombiano;2201;283;12.86
2019;08 - Kennedy;Masculino;Colombiano;5570;671;12.05
2019;05 - Usme;Masculino;Colombiano;2340;322;13.76
2019;01 - Usaquén;Masculino;Colombiano;2460;302;12.28
2019;13 - Teusaquillo;Masculino;Colombiano;620;78;12.58
2019;19 - Ciudad Bolívar;Masculino;Colombiano;4480;632;14.11
2019;07 - Bosa;Masculino;Colombiano;4325;547;12.65
2019;06 - Tunjuelito;Masculino;Colombiano;1104;168;15.22
2019;11 - Suba;Masculino;Colombiano;5706;702;12.3
2019;10 - Engativá;Masculino;Colombiano;3666;421;11.48
2019;99 - Sin Información;Masculino;Colombiano;52;12;23.08
2019;16 - Puente Aranda;Masculino;Colombiano;1166;125;10.72
2019;12 - Barrios Unidos;Masculino;Colombiano;574;72;12.54
2019;15 - Antonio Nariño;Masculino;Colombiano;433;57;13.16
2019;09 - Fontibón;Masculino;Colombiano;1667;190;11.4
2019;02 - Chapinero;Masculino;Colombiano;707;86;12.16
2019;14 - Los Mártires;Masculino;Colombiano;594;84;14.14
2019;03 - Santa Fe;Masculino;Colombiano;781;107;13.7
2019;20 - Sumapaz;Masculino;Colombiano;13;2;15.38
2019;17 - La Candelaria;Masculino;Colombiano;120;10;8.33
2019;00 - Bogotá;Masculino;Extranjero;2651;348;13.13
2019;08 - Kennedy;Masculino;Extranjero;378;49;12.96
2019;10 - Engativá;Masculino;Extranjero;244;34;13.93
2019;11 - Suba;Masculino;Extranjero;367;58;15.8
2019;02 - Chapinero;Masculino;Extranjero;125;11;8.8
2019;19 - Ciudad Bolívar;Masculino;Extranjero;155;22;14.19
2019;09 - Fontibón;Masculino;Extranjero;133;10;7.52
2019;05 - Usme;Masculino;Extranjero;81;11;13.58
2019;18 - Rafael Uribe Uribe;Masculino;Extranjero;158;19;12.03
2019;15 - Antonio Nariño;Masculino;Extranjero;30;5;16.67
2019;14 - Los Mártires;Masculino;Extranjero;107;18;16.82
2019;07 - Bosa;Masculino;Extranjero;237;31;13.08
2019;04 - San Cristóbal;Masculino;Extranjero;93;13;13.98
2019;01 - Usaquén;Masculino;Extranjero;211;27;12.8
2019;03 - Santa Fe;Masculino;Extranjero;94;17;18.09
2019;13 - Teusaquillo;Masculino;Extranjero;43;5;11.63
2019;06 - Tunjuelito;Masculino;Extranjero;59;6;10.17
2019;12 - Barrios Unidos;Masculino;Extranjero;47;6;12.77
2019;16 - Puente Aranda;Masculino;Extranjero;66;5;7.58
2019;17 - La Candelaria;Masculino;Extranjero;16;1;6.25
2019;99 - Sin Información;Masculino;Extranjero;7;0;0.0
2019;00 - Bogotá;Masculino;Sin Informacion;135;12;8.89
2019;07 - Bosa;Masculino;Sin Informacion;28;2;7.14
2019;09 - Fontibón;Masculino;Sin Informacion;8;0;0.0
2019;16 - Puente Aranda;Masculino;Sin Informacion;9;0;0.0
2019;19 - Ciudad Bolívar;Masculino;Sin Informacion;8;0;0.0
2019;06 - Tunjuelito;Masculino;Sin Informacion;3;1;33.33
2019;18 - Rafael Uribe Uribe;Masculino;Sin Informacion;1;0;0.0
2019;08 - Kennedy;Masculino;Sin Informacion;62;5;8.06
2019;12 - Barrios Unidos;Masculino;Sin Informacion;3;0;0.0
2019;05 - Usme;Masculino;Sin Informacion;2;1;50.0
2019;13 - Teusaquillo;Masculino;Sin Informacion;1;0;0.0
2019;15 - Antonio Nariño;Masculino;Sin Informacion;2;1;50.0
2019;10 - Engativá;Masculino;Sin Informacion;1;0;0.0
2019;11 - Suba;Masculino;Sin Informacion;1;0;0.0
2019;14 - Los Mártires;Masculino;Sin Informacion;3;1;33.33
2019;99 - Sin Información;Masculino;Sin Informacion;2;1;50.0
2019;03 - Santa Fe;Masculino;Sin Informacion;1;0;0.0
2020;00 - Bogotá;Femenino;Colombiano;32967;4848;14.71
2020;11 - Suba;Femenino;Colombiano;4817;679;14.1
2020;08 - Kennedy;Femenino;Colombiano;4444;622;14.0
2020;19 - Ciudad Bolívar;Femenino;Colombiano;3577;560;15.66
2020;12 - Barrios Unidos;Femenino;Colombiano;525;87;16.57
2020;01 - Usaquén;Femenino;Colombiano;1891;259;13.7
2020;02 - Chapinero;Femenino;Colombiano;565;83;14.69
2020;14 - Los Mártires;Femenino;Colombiano;359;49;13.65
2020;07 - Bosa;Femenino;Colombiano;3627;509;14.03
2020;18 - Rafael Uribe Uribe;Femenino;Colombiano;1818;295;16.23
2020;04 - San Cristóbal;Femenino;Colombiano;1817;318;17.5
2020;10 - Engativá;Femenino;Colombiano;2908;415;14.27
2020;13 - Teusaquillo;Femenino;Colombiano;471;62;13.16
2020;05 - Usme;Femenino;Colombiano;1886;319;16.91
2020;16 - Puente Aranda;Femenino;Colombiano;984;145;14.74
2020;09 - Fontibón;Femenino;Colombiano;1402;187;13.34
2020;06 - Tunjuelito;Femenino;Colombiano;778;105;13.5
2020;99 - Sin Información;Femenino;Colombiano;45;3;6.67
2020;03 - Santa Fe;Femenino;Colombiano;526;76;14.45
2020;17 - La Candelaria;Femenino;Colombiano;90;12;13.33
2020;15 - Antonio Nariño;Femenino;Colombiano;417;61;14.63
2020;20 - Sumapaz;Femenino;Colombiano;20;2;10.0
2020;00 - Bogotá;Femenino;Extranjero;5931;961;16.2
2020;18 - Rafael Uribe Uribe;Femenino;Extranjero;365;54;14.79
2020;05 - Usme;Femenino;Extranjero;276;54;19.57
2020;11 - Suba;Femenino;Extranjero;719;109;15.16
2020;01 - Usaquén;Femenino;Extranjero;324;57;17.59
2020;02 - Chapinero;Femenino;Extranjero;128;19;14.84
2020;08 - Kennedy;Femenino;Extranjero;928;145;15.63
2020;06 - Tunjuelito;Femenino;Extranjero;179;35;19.55
2020;10 - Engativá;Femenino;Extranjero;477;69;14.47
2020;03 - Santa Fe;Femenino;Extranjero;213;36;16.9
2020;07 - Bosa;Femenino;Extranjero;557;81;14.54
2020;19 - Ciudad Bolívar;Femenino;Extranjero;669;122;18.24
2020;09 - Fontibón;Femenino;Extranjero;187;33;17.65
2020;13 - Teusaquillo;Femenino;Extranjero;54;5;9.26
2020;12 - Barrios Unidos;Femenino;Extranjero;96;19;19.79
2020;04 - San Cristóbal;Femenino;Extranjero;268;43;16.04
2020;14 - Los Mártires;Femenino;Extranjero;232;38;16.38
2020;16 - Puente Aranda;Femenino;Extranjero;132;25;18.94
2020;15 - Antonio Nariño;Femenino;Extranjero;100;10;10.0
2020;17 - La Candelaria;Femenino;Extranjero;19;3;15.79
2020;99 - Sin Información;Femenino;Extranjero;6;3;50.0
2020;20 - Sumapaz;Femenino;Extranjero;2;1;50.0
2020;00 - Bogotá;Femenino;Sin Informacion;18;1;5.56
2020;08 - Kennedy;Femenino;Sin Informacion;8;0;0.0
2020;19 - Ciudad Bolívar;Femenino;Sin Informacion;3;1;33.33
2020;07 - Bosa;Femenino;Sin Informacion;3;0;0.0
2020;04 - San Cristóbal;Femenino;Sin Informacion;1;0;0.0
2020;03 - Santa Fe;Femenino;Sin Informacion;1;0;0.0
2020;99 - Sin Información;Femenino;Sin Informacion;1;0;0.0
2020;01 - Usaquén;Femenino;Sin Informacion;1;0;0.0
2020;00 - Bogotá;Indeterminado;Colombiano;6;2;33.33
2020;19 - Ciudad Bolívar;Indeterminado;Colombiano;1;0;0.0
2020;04 - San Cristóbal;Indeterminado;Colombiano;2;2;100.0
2020;02 - Chapinero;Indeterminado;Colombiano;2;0;0.0
2020;10 - Engativá;Indeterminado;Colombiano;1;0;0.0
2020;00 - Bogotá;Masculino;Colombiano;34073;4072;11.95
2020;08 - Kennedy;Masculino;Colombiano;4564;542;11.88
2020;01 - Usaquén;Masculino;Colombiano;2011;234;11.64
2020;04 - San Cristóbal;Masculino;Colombiano;1782;253;14.2
2020;09 - Fontibón;Masculino;Colombiano;1350;176;13.04
2020;19 - Ciudad Bolívar;Masculino;Colombiano;3784;447;11.81
2020;11 - Suba;Masculino;Colombiano;4967;611;12.3
2020;18 - Rafael Uribe Uribe;Masculino;Colombiano;1845;214;11.6
2020;07 - Bosa;Masculino;Colombiano;3637;402;11.05
2020;05 - Usme;Masculino;Colombiano;1951;254;13.02
2020;10 - Engativá;Masculino;Colombiano;3172;334;10.53
2020;15 - Antonio Nariño;Masculino;Colombiano;370;43;11.62
2020;06 - Tunjuelito;Masculino;Colombiano;874;119;13.62
2020;02 - Chapinero;Masculino;Colombiano;611;81;13.26
2020;14 - Los Mártires;Masculino;Colombiano;367;42;11.44
2020;12 - Barrios Unidos;Masculino;Colombiano;562;56;9.96
2020;16 - Puente Aranda;Masculino;Colombiano;1000;120;12.0
2020;13 - Teusaquillo;Masculino;Colombiano;510;48;9.41
2020;17 - La Candelaria;Masculino;Colombiano;96;14;14.58
2020;03 - Santa Fe;Masculino;Colombiano;548;75;13.69
2020;20 - Sumapaz;Masculino;Colombiano;20;3;15.0
2020;99 - Sin Información;Masculino;Colombiano;52;4;7.69
2020;00 - Bogotá;Masculino;Extranjero;6303;845;13.41
2020;09 - Fontibón;Masculino;Extranjero;177;21;11.86
2020;19 - Ciudad Bolívar;Masculino;Extranjero;696;98;14.08
2020;03 - Santa Fe;Masculino;Extranjero;223;22;9.87
2020;08 - Kennedy;Masculino;Extranjero;964;135;14.0
2020;14 - Los Mártires;Masculino;Extranjero;248;30;12.1
2020;06 - Tunjuelito;Masculino;Extranjero;217;27;12.44
2020;04 - San Cristóbal;Masculino;Extranjero;285;48;16.84
2020;11 - Suba;Masculino;Extranjero;745;103;13.83
2020;07 - Bosa;Masculino;Extranjero;679;88;12.96
2020;18 - Rafael Uribe Uribe;Masculino;Extranjero;408;48;11.76
2020;05 - Usme;Masculino;Extranjero;301;45;14.95
2020;10 - Engativá;Masculino;Extranjero;477;66;13.84
2020;12 - Barrios Unidos;Masculino;Extranjero;93;15;16.13
2020;02 - Chapinero;Masculino;Extranjero;116;11;9.48
2020;16 - Puente Aranda;Masculino;Extranjero;131;17;12.98
2020;15 - Antonio Nariño;Masculino;Extranjero;108;10;9.26
2020;01 - Usaquén;Masculino;Extranjero;337;46;13.65
2020;17 - La Candelaria;Masculino;Extranjero;31;6;19.35
2020;13 - Teusaquillo;Masculino;Extranjero;58;8;13.79
2020;99 - Sin Información;Masculino;Extranjero;9;1;11.11
2020;00 - Bogotá;Masculino;Sin Informacion;24;2;8.33
2020;07 - Bosa;Masculino;Sin Informacion;5;1;20.0
2020;99 - Sin Información;Masculino;Sin Informacion;3;0;0.0
2020;08 - Kennedy;Masculino;Sin Informacion;8;1;12.5
2020;05 - Usme;Masculino;Sin Informacion;3;0;0.0
2020;04 - San Cristóbal;Masculino;Sin Informacion;1;0;0.0
2020;10 - Engativá;Masculino;Sin Informacion;1;0;0.0
2020;14 - Los Mártires;Masculino;Sin Informacion;1;0;0.0
2020;19 - Ciudad Bolívar;Masculino;Sin Informacion;1;0;0.0
2020;09 - Fontibón;Masculino;Sin Informacion;1;0;0.0
2021;00 - Bogotá;Femenino;Colombiano;32028;5305;16.56
2021;19 - Ciudad Bolívar;Femenino;Colombiano;3657;614;16.79
2021;04 - San Cristóbal;Femenino;Colombiano;1768;340;19.23
2021;07 - Bosa;Femenino;Colombiano;3402;566;16.64
2021;05 - Usme;Femenino;Colombiano;1870;334;17.86
2021;08 - Kennedy;Femenino;Colombiano;4383;726;16.56
2021;01 - Usaquén;Femenino;Colombiano;1993;301;15.1
2021;11 - Suba;Femenino;Colombiano;4524;747;16.51
2021;10 - Engativá;Femenino;Colombiano;2568;409;15.93
2021;14 - Los Mártires;Femenino;Colombiano;525;91;17.33
2021;09 - Fontibón;Femenino;Colombiano;1310;192;14.66
2021;03 - Santa Fe;Femenino;Colombiano;600;92;15.33
2021;02 - Chapinero;Femenino;Colombiano;562;95;16.9
2021;16 - Puente Aranda;Femenino;Colombiano;922;148;16.05
2021;18 - Rafael Uribe Uribe;Femenino;Colombiano;1758;313;17.8
2021;13 - Teusaquillo;Femenino;Colombiano;380;61;16.05
2021;06 - Tunjuelito;Femenino;Colombiano;827;125;15.11
2021;20 - Sumapaz;Femenino;Colombiano;18;5;27.78
2021;12 - Barrios Unidos;Femenino;Colombiano;462;64;13.85
2021;17 - La Candelaria;Femenino;Colombiano;83;15;18.07
2021;15 - Antonio Nariño;Femenino;Colombiano;360;58;16.11
2021;99 - Sin Información;Femenino;Colombiano;56;9;16.07
2021;00 - Bogotá;Femenino;Extranjero;827;130;15.72
2021;16 - Puente Aranda;Femenino;Extranjero;21;4;19.05
2021;08 - Kennedy;Femenino;Extranjero;95;14;14.74
2021;10 - Engativá;Femenino;Extranjero;105;10;9.52
2021;18 - Rafael Uribe Uribe;Femenino;Extranjero;34;7;20.59
2021;07 - Bosa;Femenino;Extranjero;47;3;6.38
2021;11 - Suba;Femenino;Extranjero;136;29;21.32
2021;13 - Teusaquillo;Femenino;Extranjero;11;1;9.09
2021;19 - Ciudad Bolívar;Femenino;Extranjero;47;8;17.02
2021;99 - Sin Información;Femenino;Extranjero;2;1;50.0
2021;04 - San Cristóbal;Femenino;Extranjero;26;5;19.23
2021;01 - Usaquén;Femenino;Extranjero;100;15;15.0
2021;12 - Barrios Unidos;Femenino;Extranjero;19;3;15.79
2021;15 - Antonio Nariño;Femenino;Extranjero;10;3;30.0
2021;09 - Fontibón;Femenino;Extranjero;25;2;8.0
2021;06 - Tunjuelito;Femenino;Extranjero;25;0;0.0
2021;05 - Usme;Femenino;Extranjero;29;6;20.69
2021;03 - Santa Fe;Femenino;Extranjero;15;4;26.67
2021;02 - Chapinero;Femenino;Extranjero;61;13;21.31
2021;14 - Los Mártires;Femenino;Extranjero;17;2;11.76
2021;17 - La Candelaria;Femenino;Extranjero;2;0;0.0
2021;00 - Bogotá;Femenino;Sin Informacion;12;1;8.33
2021;08 - Kennedy;Femenino;Sin Informacion;4;0;0.0
2021;02 - Chapinero;Femenino;Sin Informacion;6;1;16.67
2021;16 - Puente Aranda;Femenino;Sin Informacion;1;0;0.0
2021;05 - Usme;Femenino;Sin Informacion;1;0;0.0
2021;00 - Bogotá;Indeterminado;Colombiano;4;3;75.0
2021;08 - Kennedy;Indeterminado;Colombiano;2;2;100.0
2021;10 - Engativá;Indeterminado;Colombiano;1;0;0.0
2021;07 - Bosa;Indeterminado;Colombiano;1;1;100.0
2021;00 - Bogotá;Indeterminado;Sin Informacion;1;0;0.0
2021;99 - Sin Información;Indeterminado;Sin Informacion;1;0;0.0
2021;00 - Bogotá;Masculino;Colombiano;33229;4400;13.24
2021;19 - Ciudad Bolívar;Masculino;Colombiano;3856;508;13.17
2021;07 - Bosa;Masculino;Colombiano;3569;485;13.59
2021;09 - Fontibón;Masculino;Colombiano;1326;162;12.22
2021;08 - Kennedy;Masculino;Colombiano;4606;586;12.72
2021;15 - Antonio Nariño;Masculino;Colombiano;408;73;17.89
2021;13 - Teusaquillo;Masculino;Colombiano;412;36;8.74
2021;18 - Rafael Uribe Uribe;Masculino;Colombiano;1794;243;13.55
2021;10 - Engativá;Masculino;Colombiano;2839;348;12.26
2021;05 - Usme;Masculino;Colombiano;1892;279;14.75
2021;11 - Suba;Masculino;Colombiano;4751;614;12.92
2021;04 - San Cristóbal;Masculino;Colombiano;1768;274;15.5
2021;06 - Tunjuelito;Masculino;Colombiano;860;109;12.67
2021;16 - Puente Aranda;Masculino;Colombiano;935;131;14.01
2021;03 - Santa Fe;Masculino;Colombiano;611;91;14.89
2021;02 - Chapinero;Masculino;Colombiano;564;78;13.83
2021;01 - Usaquén;Masculino;Colombiano;1939;238;12.27
2021;12 - Barrios Unidos;Masculino;Colombiano;465;66;14.19
2021;14 - Los Mártires;Masculino;Colombiano;483;62;12.84
2021;17 - La Candelaria;Masculino;Colombiano;91;10;10.99
2021;99 - Sin Información;Masculino;Colombiano;43;5;11.63
2021;20 - Sumapaz;Masculino;Colombiano;17;2;11.76
2021;00 - Bogotá;Masculino;Extranjero;877;136;15.51
2021;16 - Puente Aranda;Masculino;Extranjero;27;5;18.52
2021;11 - Suba;Masculino;Extranjero;136;23;16.91
2021;01 - Usaquén;Masculino;Extranjero;112;19;16.96
2021;07 - Bosa;Masculino;Extranjero;58;8;13.79
2021;15 - Antonio Nariño;Masculino;Extranjero;14;2;14.29
2021;08 - Kennedy;Masculino;Extranjero;95;21;22.11
2021;02 - Chapinero;Masculino;Extranjero;65;7;10.77
2021;14 - Los Mártires;Masculino;Extranjero;14;1;7.14
2021;09 - Fontibón;Masculino;Extranjero;33;6;18.18
2021;10 - Engativá;Masculino;Extranjero;106;12;11.32
2021;18 - Rafael Uribe Uribe;Masculino;Extranjero;34;6;17.65
2021;03 - Santa Fe;Masculino;Extranjero;17;1;5.88
2021;04 - San Cristóbal;Masculino;Extranjero;26;6;23.08
2021;19 - Ciudad Bolívar;Masculino;Extranjero;62;10;16.13
2021;05 - Usme;Masculino;Extranjero;18;2;11.11
